,null,zpe,U0,U,H,G,Cv
19708,19708,0.142999947071,-440.531433105,-440.403747559,-441.258728027,-441.128417969,29.3480072021
19709,19709,0.149768128991,-435.589141846,-435.312133789,-436.860839844,-436.635620117,31.5003185272
19710,19710,0.149110525846,-434.712524414,-434.579833984,-435.541748047,-435.239929199,33.3596878052
19711,19711,0.115284189582,-448.453186035,-448.304199219,-449.163116455,-449.251739502,29.4405899048
19712,19712,0.171871006489,-391.795135498,-391.358215332,-393.344909668,-392.79473877,32.5648574829
19713,19713,0.177818089724,-447.438568115,-447.303131104,-449.486938477,-449.378356934,36.6582374573
19714,19714,0.126010477543,-432.123077393,-431.944702148,-433.328857422,-433.248016357,29.6603279114
19715,19715,0.171773582697,-355.96875,-355.279724121,-359.296936035,-358.694458008,32.7167739868
19716,19716,0.146199554205,-421.557220459,-421.263427734,-422.70526123,-422.478271484,31.7651309967
19717,19717,0.15727327764,-410.86895752,-410.574829102,-412.454071045,-412.058074951,32.0796089172
19718,19718,0.182979106903,-362.598052979,-362.04776001,-364.800415039,-364.227630615,31.4008331299
19719,19719,0.158355236053,-413.817382812,-413.668334961,-415.512969971,-415.27255249,31.4031219482
19720,19720,0.150896221399,-391.125427246,-390.603210449,-392.637084961,-392.167388916,29.6503257751
19721,19721,0.100904807448,-424.440063477,-424.206573486,-425.0234375,-425.264984131,27.2875270844
19722,19722,0.135098785162,-450.302337646,-450.300994873,-451.787597656,-451.840057373,31.740240097
19723,19723,0.199794709682,-402.891296387,-404.480682373,-407.367980957,-407.040740967,38.4660720825
19724,19724,0.18439167738,-387.267913818,-387.254425049,-388.397094727,-387.9815979,33.2693023682
19725,19725,0.147255599499,-424.867858887,-424.546691895,-426.10345459,-425.853790283,31.1488857269
19726,19726,0.159880101681,-382.292633057,-382.343322754,-384.415283203,-384.104278564,32.5796432495
19727,19727,0.174946427345,-384.975891113,-384.78314209,-387.233459473,-386.82925415,30.0350933075
19728,19728,0.0935810059309,-419.33581543,-419.302978516,-419.585357666,-419.875671387,25.4544792175
19729,19729,0.161582559347,-396.71963501,-396.228759766,-398.635925293,-398.285552979,30.2547359467
19730,19730,0.182836592197,-391.103942871,-391.147613525,-392.315307617,-391.929321289,32.4975891113
19731,19731,0.0969991087914,-431.819885254,-431.905792236,-432.424072266,-432.576812744,26.4650859833
19732,19732,0.166114121675,-381.005401611,-380.931793213,-383.319396973,-383.009002686,29.4889144897
19733,19733,0.163550823927,-369.97064209,-369.879180908,-372.441772461,-372.093933105,28.6014137268
19734,19734,0.134272247553,-429.700317383,-429.611572266,-430.012023926,-429.882720947,29.2669143677
19735,19735,0.114839181304,-453.221740723,-452.961242676,-454.163391113,-454.191497803,29.6182994843
19736,19736,0.130371406674,-406.210510254,-406.082824707,-407.626525879,-407.499511719,30.1880397797
19737,19737,0.119232460856,-411.56451416,-411.26083374,-412.590087891,-412.513275146,26.768907547
19738,19738,0.114867709577,-457.757415771,-457.424377441,-459.091125488,-459.190643311,29.1913204193
19739,19739,0.179846927524,-427.356140137,-427.014648438,-428.846008301,-428.475067139,35.8452301025
19740,19740,0.168969765306,-398.749511719,-398.060943604,-401.027160645,-400.588226318,32.7575378418
19741,19741,0.212357372046,-407.110046387,-406.409301758,-411.025756836,-410.423797607,40.0841674805
19742,19742,0.145175874233,-418.931518555,-418.729858398,-421.352722168,-420.879974365,36.4253845215
19743,19743,0.159650996327,-415.212402344,-414.929870605,-416.341522217,-416.057952881,33.0217056274
19744,19744,0.157468229532,-449.825622559,-450.027709961,-450.165649414,-450.11618042,33.2995681763
19745,19745,0.148714154959,-387.659301758,-387.106231689,-390.060791016,-389.660491943,29.5140514374
19746,19746,0.105860725045,-447.604949951,-447.601776123,-448.006408691,-448.113739014,28.9588336945
19747,19747,0.148012951016,-427.069763184,-427.105194092,-427.303771973,-427.067718506,32.5986366272
19748,19748,0.149211362004,-426.12097168,-425.87399292,-427.082092285,-426.776519775,30.584602356
19749,19749,0.121277436614,-393.547912598,-393.07244873,-394.628601074,-394.473175049,29.0294322968
19750,19750,0.131189748645,-424.637542725,-423.980987549,-426.643249512,-426.545410156,28.5111637115
19751,19751,0.153421372175,-422.612182617,-422.415618896,-424.647857666,-424.458007812,30.9035930634
19752,19752,0.159150138497,-410.296051025,-409.783081055,-412.749328613,-412.375518799,32.9238739014
19753,19753,0.174412027001,-436.544464111,-436.010986328,-438.183288574,-437.852905273,35.1941070557
19754,19754,0.135858178139,-455.699676514,-455.65725708,-457.024932861,-457.009796143,30.145149231
19755,19755,0.187718063593,-361.066955566,-360.410888672,-363.38092041,-362.740081787,34.2569046021
19756,19756,0.0935693159699,-419.286468506,-419.181213379,-419.930664062,-420.117736816,25.3834018707
19757,19757,0.156452536583,-445.129333496,-445.342590332,-445.890838623,-445.834686279,34.6305809021
19758,19758,0.218847289681,-392.077941895,-392.071655273,-395.315246582,-394.949249268,39.2530784607
19759,19759,0.130801051855,-392.667602539,-392.185150146,-394.0027771,-393.78616333,29.8867816925
19760,19760,0.147088944912,-385.710021973,-385.320465088,-387.674682617,-387.228729248,30.1164569855
19761,19761,0.180056229234,-358.363128662,-357.692016602,-361.262390137,-360.696075439,30.8762607574
19762,19762,0.180517554283,-424.530731201,-424.260437012,-425.90045166,-425.544403076,33.5269050598
19763,19763,0.111123219132,-437.859588623,-437.824951172,-438.665405273,-438.757995605,28.0891456604
19764,19764,0.132426261902,-437.295166016,-437.231445312,-437.95111084,-437.830383301,31.7490253448
19765,19765,0.221345335245,-393.925598145,-393.794006348,-397.145721436,-396.818481445,40.8079986572
19766,19766,0.159477382898,-369.53793335,-368.948028564,-372.177612305,-371.56036377,32.8664588928
19767,19767,0.0979481190443,-439.825592041,-439.749359131,-440.869384766,-441.054046631,27.0360088348
19768,19768,0.128377780318,-402.921325684,-402.328979492,-405.354309082,-405.146240234,29.1448421478
19769,19769,0.261544764042,-311.511413574,-318.741516113,-261.803283691,-261.170562744,45.7880096436
19770,19770,0.123951457441,-400.793945312,-400.737609863,-401.312072754,-401.298675537,30.3529224396
19771,19771,0.163725301623,-379.465148926,-378.804748535,-381.802642822,-381.349761963,32.7816162109
19772,19772,0.151277720928,-387.432495117,-386.899475098,-389.555877686,-389.216156006,31.6530132294
19773,19773,0.14651080966,-422.106689453,-422.022033691,-422.719543457,-422.473907471,32.2301216125
19774,19774,0.201023906469,-340.80480957,-340.937133789,-343.043426514,-342.537506104,33.6535377502
19775,19775,0.124895393848,-391.214141846,-390.871765137,-392.750427246,-392.556884766,28.5577144623
19776,19776,0.156439960003,-420.290649414,-420.378173828,-421.442199707,-421.059967041,31.8322257996
19777,19777,0.16288292408,-382.942138672,-382.93560791,-384.649658203,-384.253540039,32.1008720398
19778,19778,0.130143344402,-441.305786133,-440.841125488,-443.645568848,-443.623809814,28.0545864105
19779,19779,0.200991421938,-424.353942871,-424.053131104,-427.666168213,-427.414489746,38.7109985352
19780,19780,0.126384347677,-439.868041992,-439.666564941,-440.273345947,-440.232055664,30.42786026
19781,19781,0.171438112855,-397.31427002,-396.96975708,-398.896911621,-398.505187988,32.8556518555
19782,19782,0.104772768915,-460.349822998,-459.997192383,-462.074584961,-462.277893066,28.6161632538
19783,19783,0.160081520677,-401.53894043,-401.309204102,-402.641967773,-402.287628174,35.6063766479
19784,19784,0.138527035713,-434.514282227,-434.215362549,-435.900421143,-435.608795166,31.8168048859
19785,19785,0.101473376155,-448.677886963,-448.428833008,-449.2578125,-449.468658447,28.0890674591
19786,19786,0.125338405371,-438.822753906,-438.603210449,-439.608459473,-439.522888184,30.5065250397
19787,19787,0.098317489028,-437.180480957,-436.930847168,-437.91973877,-438.163482666,26.9253101349
19788,19788,0.162324875593,-413.446533203,-413.018493652,-414.974365234,-414.546905518,31.9516525269
19789,19789,0.162690863013,-389.847045898,-389.793884277,-391.86907959,-391.567474365,31.7103767395
19790,19790,0.0842881351709,-403.085540771,-403.021911621,-403.439605713,-403.704925537,25.0688972473
19791,19791,0.184398680925,-359.624542236,-358.885650635,-362.256866455,-361.535186768,34.9067230225
19792,19792,0.193581223488,-387.954071045,-387.450408936,-390.303863525,-389.803649902,36.4241409302
19793,19793,0.0595458447933,-386.316314697,-386.170501709,-386.958190918,-387.258178711,20.0776672363
19794,19794,0.155809849501,-436.558288574,-436.623779297,-438.06350708,-437.71963501,30.4763584137
19795,19795,0.121929198503,-396.056274414,-395.824523926,-397.768890381,-397.599945068,26.8073635101
19796,19796,0.13048659265,-406.728424072,-406.466827393,-407.552001953,-407.448638916,28.7341823578
19797,19797,0.20265750587,-373.188262939,-372.90625,-375.610046387,-375.147155762,35.3093757629
19798,19798,0.132191061974,-435.513366699,-435.287109375,-436.439025879,-436.46005249,31.1534461975
19799,19799,0.167320638895,-422.553497314,-422.25189209,-423.598266602,-423.26449585,34.700050354
19800,19800,0.1567119807,-453.541778564,-453.564941406,-454.587524414,-454.433959961,33.567779541
19801,19801,0.180026128888,-393.254882812,-393.191955566,-394.403900146,-394.008087158,36.022064209
19802,19802,0.141663908958,-390.455871582,-390.025024414,-391.676391602,-391.335906982,27.7768230438
19803,19803,0.151202425361,-389.579833984,-389.038787842,-392.045471191,-391.589508057,29.0371265411
19804,19804,0.161919504404,-397.050598145,-396.565612793,-399.008300781,-398.350860596,29.0571079254
19805,19805,0.155782997608,-427.666931152,-427.676422119,-428.684204102,-428.523468018,31.4358043671
19806,19806,0.138375028968,-379.624572754,-378.85559082,-381.534240723,-381.171020508,27.338804245
19807,19807,0.148884564638,-417.216644287,-416.916320801,-418.040344238,-417.781555176,30.6436977386
19808,19808,0.142564669251,-411.345092773,-410.85144043,-412.691894531,-412.52835083,31.5794239044
19809,19809,0.218710541725,-385.076660156,-384.916534424,-388.748840332,-388.331481934,39.4811019897
19810,19810,0.137659430504,-423.645751953,-423.439941406,-424.263916016,-424.095306396,30.7856311798
19811,19811,0.218902587891,-401.756622314,-401.774658203,-404.344909668,-403.945983887,39.3679275513
19812,19812,0.155355647206,-437.601379395,-437.581481934,-438.153503418,-438.058990479,34.0707015991
19813,19813,0.148974105716,-391.502441406,-390.943725586,-393.727203369,-393.113128662,28.7313480377
19814,19814,0.191326931119,-406.519958496,-406.000183105,-408.656799316,-408.087005615,36.6658363342
19815,19815,0.158718839288,-407.518249512,-407.347808838,-408.916870117,-408.516784668,33.8346786499
19816,19816,0.116902679205,-489.471282959,-489.89050293,-489.735229492,-489.904754639,30.4553203583
19817,19817,0.205004245043,-340.870727539,-340.556396484,-342.532165527,-341.992218018,35.7511940002
19818,19818,0.107730865479,-422.070251465,-422.036560059,-422.170532227,-422.256072998,25.9034404755
19819,19819,0.12768740952,-397.904663086,-397.35446167,-399.767272949,-399.605926514,29.9046077728
19820,19820,0.0535162985325,-397.666748047,-397.651519775,-397.513793945,-397.860321045,24.8470363617
19821,19821,0.131114065647,-426.571838379,-426.103881836,-428.071350098,-428.022735596,30.1690120697
19822,19822,0.126506254077,-431.624633789,-431.367004395,-432.555847168,-432.565063477,30.7982196808
19823,19823,0.172937601805,-427.204406738,-426.673431396,-430.403533936,-430.063446045,33.6139793396
19824,19824,0.135440200567,-394.764373779,-394.253234863,-396.91192627,-396.702850342,29.0173072815
19825,19825,0.129166066647,-429.679443359,-429.099609375,-431.590301514,-431.571685791,28.4153003693
19826,19826,0.123813584447,-379.566741943,-378.806335449,-381.442749023,-381.269744873,29.8596572876
19827,19827,0.190768942237,-355.167999268,-354.707244873,-357.537109375,-356.870819092,29.9767818451
19828,19828,0.154564261436,-389.578918457,-389.047332764,-391.436706543,-391.003814697,30.998418808
19829,19829,0.115999490023,-430.624084473,-430.585571289,-430.426025391,-430.51852417,26.0971240997
19830,19830,0.157924681902,-410.498901367,-410.414978027,-411.784484863,-411.382843018,31.7543106079
19831,19831,0.145665228367,-431.586120605,-431.530914307,-432.169006348,-431.944854736,30.9803676605
19832,19832,0.175331473351,-375.791473389,-375.180358887,-378.696472168,-378.148956299,30.6829547882
19833,19833,0.118349708617,-404.459411621,-404.266662598,-405.495849609,-405.427490234,29.1382007599
19834,19834,0.162685975432,-406.774291992,-406.535675049,-408.628204346,-408.253326416,33.3910446167
19835,19835,0.126980438828,-447.08581543,-446.506896973,-448.561187744,-448.505828857,30.3008155823
19836,19836,0.171964436769,-399.729705811,-399.427093506,-401.250976562,-400.835144043,33.8165283203
19837,19837,0.117293126881,-448.952545166,-448.603424072,-450.04119873,-450.034515381,29.849111557
19838,19838,0.171343535185,-392.134521484,-391.684204102,-394.231628418,-393.809326172,32.3426551819
19839,19839,0.162106156349,-365.434112549,-365.339111328,-367.719970703,-367.310241699,28.5178432465
19840,19840,0.161759123206,-438.984619141,-438.754272461,-440.279846191,-440.12789917,35.3126449585
19841,19841,0.178403377533,-368.087219238,-367.442749023,-371.265625,-370.540405273,32.3703727722
19842,19842,0.138632714748,-450.128692627,-450.088745117,-451.440917969,-451.501434326,31.5489425659
19843,19843,0.109910897911,-410.350616455,-410.302001953,-410.793029785,-410.892913818,23.2120494843
19844,19844,0.135634213686,-445.428771973,-445.269226074,-447.074859619,-447.060058594,30.5687942505
19845,19845,0.178994297981,-379.686767578,-379.592041016,-381.063049316,-380.516326904,34.2469367981
19846,19846,0.0868340656161,-425.450317383,-425.726623535,-425.104736328,-425.269256592,25.850643158
19847,19847,0.169164374471,-417.957275391,-417.804748535,-418.991729736,-418.612335205,35.2440490723
19848,19848,0.126158937812,-394.16394043,-394.02923584,-395.499328613,-395.400909424,25.0676193237
19849,19849,0.134654596448,-458.506103516,-457.858520508,-460.369293213,-460.311767578,31.9486236572
19850,19850,0.145358234644,-421.302581787,-421.144683838,-421.813354492,-421.588592529,32.5491104126
19851,19851,0.138442844152,-446.657745361,-446.851379395,-447.399932861,-447.429840088,30.6490821838
19852,19852,0.131252288818,-438.30670166,-437.970153809,-439.83026123,-439.781951904,31.3830318451
19853,19853,0.174280941486,-399.177978516,-398.661071777,-401.004425049,-400.493865967,33.9293136597
19854,19854,0.150316461921,-395.557495117,-395.080169678,-397.126464844,-396.678924561,33.0493011475
19855,19855,0.134250894189,-436.581634521,-436.264984131,-437.134185791,-437.032501221,28.8494243622
19856,19856,0.150908127427,-386.807556152,-386.21862793,-388.512573242,-388.088409424,30.8600234985
19857,19857,0.1376106143,-426.519683838,-426.124023438,-428.038269043,-427.863311768,29.8641967773
19858,19858,0.189586400986,-437.126037598,-436.733215332,-439.2628479,-438.876556396,38.1124153137
19859,19859,0.194266825914,-392.997314453,-392.575744629,-395.25970459,-394.71887207,36.4043655396
19860,19860,0.124797023833,-445.152893066,-445.269958496,-445.855194092,-445.941772461,29.3491516113
19861,19861,0.115301571786,-446.170715332,-445.901702881,-447.447387695,-447.459960938,29.0959339142
19862,19862,0.222628131509,-392.617767334,-392.510253906,-396.092956543,-395.7472229,38.7940444946
19863,19863,0.186916708946,-375.981201172,-375.800964355,-377.601074219,-377.066986084,31.468536377
19864,19864,0.131107509136,-433.146087646,-433.381378174,-432.610748291,-432.642883301,26.6357593536
19865,19865,0.117776632309,-415.286010742,-414.95791626,-416.298431396,-416.32131958,28.3414173126
19866,19866,0.212880432606,-402.795043945,-402.097991943,-406.796264648,-406.245697021,41.4883956909
19867,19867,0.148474514484,-413.432373047,-413.251434326,-414.361022949,-414.103637695,31.4841403961
19868,19868,0.148073464632,-423.074066162,-422.862640381,-424.033325195,-423.834777832,31.9559078217
19869,19869,0.18336173892,-435.891723633,-435.459075928,-437.596588135,-437.249481201,37.6330947876
19870,19870,0.17705398798,-382.969207764,-382.755004883,-384.62878418,-384.216949463,32.3482971191
19871,19871,0.200932696462,-367.348480225,-367.332763672,-369.390808105,-368.85357666,37.260433197
19872,19872,0.128432139754,-436.402954102,-436.059204102,-437.720336914,-437.690093994,29.4332847595
19873,19873,0.181115269661,-391.681060791,-391.642333984,-393.446563721,-392.943817139,35.1131896973
19874,19874,0.129839271307,-428.747131348,-428.077850342,-430.914459229,-430.957397461,29.4728603363
19875,19875,0.0887092351913,-434.762023926,-434.957275391,-435.184509277,-435.390319824,25.9959411621
19876,19876,0.170881658792,-396.545898438,-396.004180908,-398.610626221,-398.125305176,31.6991271973
19877,19877,0.161680400372,-393.319458008,-393.069580078,-395.109893799,-394.802154541,34.3923950195
19878,19878,0.165778696537,-424.865661621,-424.448547363,-425.945129395,-425.565216064,35.2639541626
19879,19879,0.159124702215,-368.434753418,-367.799133301,-370.433410645,-369.892425537,31.9760570526
19880,19880,0.0726619884372,-414.749725342,-414.04284668,-417.76361084,-418.102905273,24.784040451
19881,19881,0.147398620844,-388.62210083,-388.17855835,-389.943634033,-389.61541748,31.6681690216
19882,19882,0.114982306957,-419.63269043,-419.537780762,-420.342224121,-420.466827393,28.2713165283
19883,19883,0.159440413117,-416.889984131,-416.912658691,-418.150024414,-417.834991455,30.1181964874
19884,19884,0.137486979365,-437.902984619,-437.430908203,-438.945648193,-438.846374512,30.6034755707
19885,19885,0.101025313139,-434.128570557,-434.072845459,-434.440216064,-434.633270264,28.6590747833
19886,19886,0.104905165732,-439.029174805,-438.777984619,-440.098693848,-440.28024292,28.7127933502
19887,19887,0.187243103981,-371.894897461,-371.167602539,-375.210876465,-374.561309814,33.3779144287
19888,19888,0.17333394289,-422.390075684,-421.883178711,-423.643920898,-423.292480469,36.2155227661
19889,19889,0.130943357944,-429.14074707,-428.92401123,-430.527038574,-430.481048584,30.5943603516
19890,19890,0.18542984128,-386.951751709,-386.793945312,-388.739807129,-388.216156006,30.8308162689
19891,19891,0.167218908668,-399.532531738,-399.203735352,-401.32421875,-400.914459229,33.4321136475
19892,19892,0.157909318805,-400.210174561,-399.76663208,-401.539550781,-401.173187256,33.3941726685
19893,19893,0.13864916563,-451.165100098,-451.170593262,-452.201293945,-452.181213379,31.0403347015
19894,19894,0.171951159835,-388.036987305,-387.630187988,-389.400695801,-388.913909912,32.568145752
19895,19895,0.192261517048,-393.79498291,-393.448699951,-395.366943359,-394.79586792,36.7100906372
19896,19896,0.182373702526,-374.935119629,-374.647003174,-376.652954102,-376.208587646,34.7288284302
19897,19897,0.169950097799,-425.848571777,-425.39440918,-427.127868652,-426.779876709,35.139503479
19898,19898,0.145850747824,-393.490692139,-393.136291504,-395.175964355,-394.812042236,31.0634021759
19899,19899,0.102139212191,-443.040527344,-442.829833984,-443.164367676,-443.287384033,27.8428134918
19900,19900,0.103349521756,-434.469238281,-434.293273926,-434.754821777,-434.886230469,27.9647541046
19901,19901,0.179965868592,-411.038818359,-410.796203613,-412.465087891,-412.010803223,35.0701141357
19902,19902,0.130113855004,-440.753417969,-440.500732422,-442.084960938,-442.063476562,29.8545742035
19903,19903,0.173970118165,-395.337310791,-394.984130859,-396.675445557,-396.283782959,33.6994094849
19904,19904,0.158618420362,-420.852844238,-420.839508057,-422.454467773,-422.240936279,32.6643295288
19905,19905,0.149027019739,-428.960205078,-428.918945312,-429.796508789,-429.571838379,31.8773136139
19906,19906,0.102836981416,-442.096374512,-441.777313232,-443.641113281,-443.807220459,28.0272579193
19907,19907,0.183139950037,-357.146362305,-356.78225708,-359.04208374,-358.510040283,32.1500473022
19908,19908,0.127538785338,-440.256988525,-440.145141602,-441.443725586,-441.467712402,28.3606319427
19909,19909,0.151410654187,-417.39276123,-417.426605225,-419.054046631,-418.954803467,30.6317520142
19910,19910,0.13387952745,-391.880310059,-391.329650879,-393.704498291,-393.373931885,29.2895488739
19911,19911,0.181111693382,-360.113739014,-359.426177979,-363.638885498,-363.064422607,29.4667797089
19912,19912,0.11743362993,-431.168579102,-431.24041748,-430.921936035,-430.884674072,28.2738399506
19913,19913,0.150526762009,-427.04296875,-426.796478271,-428.500518799,-428.109863281,33.5505867004
19914,19914,0.117034174502,-443.510681152,-443.502563477,-443.6980896,-443.860443115,29.0129127502
19915,19915,0.149494796991,-419.619720459,-419.426147461,-420.312530518,-419.995391846,29.9355602264
19916,19916,0.16201274097,-347.174102783,-346.933288574,-349.830169678,-349.362945557,29.6863994598
19917,19917,0.104699037969,-429.900390625,-429.783203125,-430.480163574,-430.606872559,28.7548770905
19918,19918,0.117415271699,-451.766204834,-451.670928955,-453.357910156,-453.432281494,27.9861392975
19919,19919,0.161810338497,-426.331695557,-425.716369629,-427.944824219,-427.684356689,33.4610671997
19920,19920,0.154875516891,-425.50012207,-425.423217773,-426.275878906,-426.015106201,32.2167282104
19921,19921,0.0938318967819,-473.991363525,-474.141082764,-475.821289062,-476.114837646,29.6977119446
19922,19922,0.147306397557,-425.889465332,-425.79309082,-426.717468262,-426.533569336,30.6776599884
19923,19923,0.171494737267,-405.487731934,-404.995178223,-406.939697266,-406.486175537,32.4679260254
19924,19924,0.182707235217,-424.715026855,-424.375915527,-426.913085938,-426.446716309,34.9747810364
19925,19925,0.192856997252,-398.333557129,-398.025054932,-400.628814697,-400.108734131,37.9263191223
19926,19926,0.113273143768,-439.219482422,-439.134521484,-439.096710205,-439.172332764,29.0184001923
19927,19927,0.136442512274,-379.591430664,-378.773193359,-381.690734863,-381.400360107,31.122549057
19928,19928,0.123541228473,-400.803161621,-400.294647217,-402.408996582,-402.149993896,28.624628067
19929,19929,0.159941539168,-430.984130859,-430.815979004,-432.286315918,-431.892608643,30.9391078949
19930,19930,0.220978155732,-393.251861572,-392.96685791,-397.342559814,-396.945281982,40.4219512939
19931,19931,0.162350475788,-370.466308594,-370.46673584,-373.151123047,-372.870727539,28.5711803436
19932,19932,0.148096129298,-415.42590332,-415.238647461,-416.255065918,-416.035888672,31.4186573029
19933,19933,0.156943678856,-445.657958984,-445.705383301,-446.571289062,-446.49508667,33.3794670105
19934,19934,0.168763101101,-397.990509033,-397.559875488,-399.627593994,-399.26361084,32.7020874023
19935,19935,0.11118170619,-419.41394043,-419.275238037,-420.29586792,-420.227081299,26.4196300507
19936,19936,0.157448425889,-453.969543457,-454.122375488,-454.973815918,-454.85748291,33.8071975708
19937,19937,0.126327872276,-425.211730957,-425.026916504,-427.127685547,-426.985534668,30.2666664124
19938,19938,0.178870439529,-449.405670166,-449.20690918,-451.968109131,-451.693603516,36.9917297363
19939,19939,0.139257028699,-437.510314941,-437.198852539,-438.045410156,-438.015197754,28.9729995728
19940,19940,0.240687519312,-359.425323486,-365.038635254,-340.916534424,-340.341156006,44.3262176514
19941,19941,0.149128437042,-393.648620605,-393.255615234,-395.366394043,-394.97946167,31.5741939545
19942,19942,0.129034429789,-437.968444824,-437.451141357,-439.447143555,-439.477081299,29.804359436
19943,19943,0.134545117617,-445.32119751,-445.179473877,-445.529388428,-445.502746582,31.672750473
19944,19944,0.143736600876,-425.903930664,-425.758422852,-426.190612793,-426.00769043,31.4051895142
19945,19945,0.0692709386349,-404.857269287,-405.077301025,-404.131958008,-404.335418701,20.7273254395
19946,19946,0.116865441203,-429.476013184,-429.253509521,-430.394927979,-430.437896729,28.9614925385
19947,19947,0.137831538916,-448.797515869,-448.332824707,-449.60534668,-449.361480713,32.6809692383
19948,19948,0.115434259176,-427.908508301,-427.809234619,-428.145446777,-428.115020752,29.0084133148
19949,19949,0.0780078843236,-453.82421875,-454.08807373,-452.854187012,-453.054046631,27.1668071747
19950,19950,0.148811042309,-420.333282471,-420.006652832,-421.295410156,-421.098114014,31.8739089966
19951,19951,0.149677574635,-423.733520508,-423.440429688,-424.710540771,-424.387115479,31.9626960754
19952,19952,0.116032525897,-411.8046875,-411.402099609,-413.137512207,-413.157073975,28.1725902557
19953,19953,0.149892821908,-386.196228027,-385.824523926,-387.969085693,-387.47366333,29.8983612061
19954,19954,0.113678403199,-455.452453613,-455.409912109,-456.689208984,-456.739196777,28.2929821014
19955,19955,0.135611355305,-457.606628418,-457.086212158,-458.962280273,-458.911407471,29.9913730621
19956,19956,0.105038702488,-451.458129883,-451.356903076,-451.899841309,-452.087554932,27.857219696
19957,19957,0.173809617758,-446.859405518,-446.578796387,-448.099182129,-447.907470703,37.7754058838
19958,19958,0.177007526159,-436.824066162,-436.556762695,-438.729858398,-438.381622314,32.1439590454
19959,19959,0.18383783102,-378.653320312,-378.589294434,-379.61114502,-379.158050537,35.5964164734
19960,19960,0.155156120658,-418.742340088,-418.650848389,-420.808074951,-420.581573486,29.4832630157
19961,19961,0.18034298718,-369.096160889,-368.311309814,-371.970703125,-371.193084717,34.0636520386
19962,19962,0.133684247732,-436.06842041,-435.98248291,-435.914855957,-435.881561279,30.3903617859
19963,19963,0.0818252414465,-442.685028076,-441.968933105,-445.436889648,-445.778961182,25.5818328857
19964,19964,0.0835843011737,-418.587127686,-418.934753418,-416.81060791,-416.918914795,25.2595272064
19965,19965,0.0989425033331,-436.389587402,-436.340881348,-436.50970459,-436.612731934,27.5268478394
19966,19966,0.145898640156,-389.679077148,-389.226257324,-391.495330811,-391.158966064,32.4531517029
19967,19967,0.177184358239,-419.626373291,-419.515533447,-421.567993164,-421.161712646,33.7128829956
19968,19968,0.179972082376,-364.466094971,-363.907287598,-367.509460449,-366.97543335,31.4120693207
19969,19969,0.180772915483,-417.668395996,-417.405029297,-419.902191162,-419.588104248,34.416633606
19970,19970,0.102375715971,-441.011169434,-440.940460205,-441.257751465,-441.436309814,27.7879447937
19971,19971,0.105453327298,-430.316040039,-430.240234375,-430.801544189,-430.867706299,28.4310779572
19972,19972,0.154297783971,-425.84262085,-425.585510254,-428.026824951,-427.775878906,32.1241531372
19973,19973,0.175065591931,-394.735168457,-394.279602051,-396.444061279,-396.00112915,33.2114219666
19974,19974,0.144919663668,-390.429412842,-390.145782471,-392.055908203,-391.728363037,30.372089386
19975,19975,0.129070192575,-431.201812744,-431.044921875,-431.35824585,-431.318328857,32.1960945129
19976,19976,0.180401235819,-424.669006348,-424.297668457,-426.847229004,-426.421966553,34.634929657
19977,19977,0.120363660157,-446.393310547,-446.322387695,-447.179168701,-447.132781982,30.084564209
19978,19978,0.0966722890735,-447.808105469,-447.654663086,-449.277038574,-449.434326172,28.3782653809
19979,19979,0.153080135584,-419.550323486,-419.386871338,-421.496337891,-421.2137146,29.9047775269
19980,19980,0.112517490983,-447.358673096,-447.147583008,-448.356262207,-448.475341797,29.2688770294
19981,19981,0.121162414551,-438.092956543,-437.862487793,-439.606384277,-439.622528076,28.298664093
19982,19982,0.127411440015,-438.651397705,-438.149688721,-441.134094238,-441.096160889,28.8611907959
19983,19983,0.149419859052,-389.14050293,-388.614440918,-391.734985352,-391.271972656,30.7005176544
19984,19984,0.171199530363,-425.336212158,-425.104980469,-425.810699463,-425.4715271,35.2586135864
19985,19985,0.148914918303,-435.578430176,-435.542388916,-437.628112793,-437.453369141,32.3855438232
19986,19986,0.169803529978,-390.366638184,-389.8722229,-391.98260498,-391.559906006,32.0596656799
19987,19987,0.126144617796,-403.371276855,-403.032531738,-403.810058594,-403.5574646,29.3478488922
19988,19988,0.166568890214,-402.637573242,-402.353210449,-403.19342041,-402.825683594,33.7199401855
19989,19989,0.189627677202,-397.217285156,-396.816833496,-398.873016357,-398.33505249,37.8733291626
19990,19990,0.0987319722772,-422.361022949,-422.341003418,-422.510742188,-422.707305908,27.0601177216
19991,19991,0.0967117398977,-414.89855957,-414.72052002,-415.241241455,-415.379486084,25.8155727386
19992,19992,0.124271176755,-456.607421875,-456.47869873,-458.649108887,-458.51864624,32.2287788391
19993,19993,0.13396152854,-443.36517334,-443.040496826,-443.935180664,-443.862579346,30.844997406
19994,19994,0.201560080051,-391.193359375,-390.910827637,-393.943969727,-393.564483643,35.9372062683
19995,19995,0.137800440192,-394.079772949,-393.478393555,-395.619140625,-395.273712158,28.7710151672
19996,19996,0.218309044838,-366.579650879,-366.986022949,-370.481048584,-369.999176025,37.7802963257
19997,19997,0.176200821996,-449.397003174,-449.130126953,-451.559814453,-451.41104126,36.804145813
19998,19998,0.125742703676,-447.926696777,-448.155303955,-448.163665771,-448.176147461,31.3041667938
